object_id,annotation_type,annotation_text,annotation_uri
http://purl.org/collections/nl/ubvu/print-218010001883,Theme,Christ's resurrection is declared by an angel to the women,null
http://purl.org/collections/nl/ubvu/print-218010002008,Biblical person,Achan,null
http://purl.org/collections/nl/ubvu/print-218010001720,Theme,De bruiloft te Kana,null
http://purl.org/collections/nl/ubvu/print-218010001687,Theme,Joseph and Maria and Jesus escape to Egypt,null
http://purl.org/collections/nl/ubvu/print-218010001521,Biblical person,bedienden,null
http://purl.org/collections/nl/ubvu/print-218010002031,Theme,Jozef krijgt een opdracht van een engel in een droom,null
http://purl.org/collections/nl/ubvu/print-218010001210,Theme,Moses and Aaron before Pharaoh,null
http://purl.org/collections/nl/ubvu/print-218010001131,Theme,Jacob's ladder,null
http://purl.org/collections/nl/ubvu/print-218010001831,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001162,Theme,story of Judah and Tamar (Genesis 38),http://iconclass.org/71C332
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,David,null
http://purl.org/collections/nl/ubvu/print-218010001130,Biblical person,Esau,http://bibleontology.com/resource/Esau
http://purl.org/collections/nl/ubvu/print-218010002008,Biblical person,Achan en zijn gehele huis ,null
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Naomi complains her situation,null
http://purl.org/collections/nl/ubvu/print-218010001539,Theme,Jerusalum burn't by Nebuzar-adan,null
http://purl.org/collections/nl/ubvu/print-218010001664,Theme,De aankondiging van de geboorte van Jezus aan de herders,null
http://purl.org/collections/nl/ubvu/print-218010001155,Biblical person,Joseph,http://bibleontology.com/resource/Joseph
http://purl.org/collections/nl/ubvu/print-218010002008,Theme,Spionnen in Jericho. Overtocht over de Jordaan.,null
http://purl.org/collections/nl/ubvu/print-218010001867,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001038,Biblical person,Cain,null
http://purl.org/collections/nl/ubvu/print-218010001878,Biblical person,christ,null
http://purl.org/collections/nl/ubvu/print-218010002003,Biblical person,Aäron,null
http://purl.org/collections/nl/ubvu/print-218010002005,Theme,God gives Moses two stone tables,null
http://purl.org/collections/nl/ubvu/print-218010001882,Theme,Holy scenes,null
http://purl.org/collections/nl/ubvu/print-218010001243,Biblical person,Aaron,null
http://purl.org/collections/nl/ubvu/print-218010001303,Theme,De veroverde gouden voorwerpen van de Midjanieten,null
http://purl.org/collections/nl/ubvu/print-218010001437,Biblical person,Saul,http://bibleontology.com/resource/Saul
http://purl.org/collections/nl/ubvu/print-218010001575,Biblical person,Ezekiel,http://bibleontology.com/resource/Ezekiel
http://purl.org/collections/nl/ubvu/print-218010001211,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010002006,Theme,the sin of Nadab and Abihu (Leviticus 10:1-7),http://iconclass.org/71E23
http://purl.org/collections/nl/ubvu/print-218010001110,Biblical person,The servant of Abraham,null
http://purl.org/collections/nl/ubvu/print-218010001878,Theme,The resurrection of Christ,null
http://purl.org/collections/nl/ubvu/print-218010002021,Theme,"destruction of the temple by Nebucadnezar (2Chron.36,17)",null
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Johannes de Doper,null
http://purl.org/collections/nl/ubvu/print-218010001951,Theme,The vision of the seven candle sticks,null
http://purl.org/collections/nl/ubvu/print-218010001867,Theme,The crucification of Christ,null
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Samson,http://bibleontology.com/resource/Samson
http://purl.org/collections/nl/ubvu/print-218010001799,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001307,Biblical person,Moses,null
http://purl.org/collections/nl/ubvu/print-218010001692,Theme,De kindermoord in Betlehem,null
http://purl.org/collections/nl/ubvu/print-218010001238,Theme,Mozes krijgt de tien geboden van God op de berg Sinaï ,null
http://purl.org/collections/nl/ubvu/print-218010001581,Theme,De droom van Nebukadnezar,null
http://purl.org/collections/nl/ubvu/print-218010001831,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001773,Biblical person,John the Baptist,null
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Ahasveros,null
http://purl.org/collections/nl/ubvu/print-218010001739,Theme,Jesus and the woman of Samaria,null
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,Mozes,null
http://purl.org/collections/nl/ubvu/print-218010001163,Biblical person,Wife op Potiphar,null
http://purl.org/collections/nl/ubvu/print-218010001827,Theme,The last meal of Jesus,null
http://purl.org/collections/nl/ubvu/print-218010001174,Biblical person,Jacob,null
http://purl.org/collections/nl/ubvu/print-218010001044,Theme,The earthe was corrupt before God and filled with Violence,null
http://purl.org/collections/nl/ubvu/print-218010002035,Biblical person,High priest,null
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Mordecai,null
http://purl.org/collections/nl/ubvu/print-218010001249,Theme,The tabernacle with the holy vases,null
http://purl.org/collections/nl/ubvu/print-218010001437,Biblical person,saul,null
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,John the Baptist,null
http://purl.org/collections/nl/ubvu/print-218010001675,Biblical person,Christ,null
http://purl.org/collections/nl/ubvu/print-218010001103,Biblical person,Abraham,null
http://purl.org/collections/nl/ubvu/print-218010002037,Biblical person,Kleopas,null
http://purl.org/collections/nl/ubvu/print-218010002023,Theme,Esther crowned by Ahasuerus,null
http://purl.org/collections/nl/ubvu/print-218010002025,Theme,the book of Proverbs (with BOOK CHAPTER:VERSE),http://iconclass.org/71Y1%28...%29
http://purl.org/collections/nl/ubvu/print-218010002005,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010001027,Theme,God calls Adam and said: where are you?,null
http://purl.org/collections/nl/ubvu/print-218010001867,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Esther,http://bibleontology.com/resource/Esther
http://purl.org/collections/nl/ubvu/print-218010001027,Theme,Genesis 3:9,null
http://purl.org/collections/nl/ubvu/print-218010001913,Biblical person,Stefanus,null
http://purl.org/collections/nl/ubvu/print-218010001921,Theme,"an angel appears, summoning Peter to wake up ~ Peter in prison",http://iconclass.org/73F2143
http://purl.org/collections/nl/ubvu/print-218010001817,Theme,the tribute money,null
http://purl.org/collections/nl/ubvu/print-218010001400,Biblical person,samson,null
http://purl.org/collections/nl/ubvu/print-218010001581,Biblical person,Nebuchadnezzar,http://bibleontology.com/resource/Nebuchadnezzar
http://purl.org/collections/nl/ubvu/print-218010001297,Theme,Five kings of Median slain by Israel,null
http://purl.org/collections/nl/ubvu/print-218010001095,Biblical person,abraham,null
http://purl.org/collections/nl/ubvu/print-218010001747,Theme,De gelovige hoofdman,null
http://purl.org/collections/nl/ubvu/print-218010001063,Biblical person,Abram,null
http://purl.org/collections/nl/ubvu/print-218010002023,Theme,"Mordecai rends his clothes, covers himself with sackcloth and ashes, walks through the city wailing bitterly, and stops before the palace entrance",http://iconclass.org/71Q51
http://purl.org/collections/nl/ubvu/print-218010001095,Biblical person,Sarah,http://bibleontology.com/resource/Sarah
http://purl.org/collections/nl/ubvu/print-218010001534,Theme,The reformation made by King Josiah,null
http://purl.org/collections/nl/ubvu/print-218010001167,Biblical person,Joseph,http://bibleontology.com/resource/Joseph
http://purl.org/collections/nl/ubvu/print-218010002005,Theme,Moses receives the tables of the law from God,http://iconclass.org/71E1343
http://purl.org/collections/nl/ubvu/print-218010001449,Biblical person,Jonathan,null
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,zieke man in Bethesda,null
http://purl.org/collections/nl/ubvu/print-218010001032,Theme,Adam zwoegt op de akker om voedsel te verkrijgen.,null
http://purl.org/collections/nl/ubvu/print-218010001045,Theme,In Noachs tijd verdorven losbandigheid (Genesis 6:11),null
http://purl.org/collections/nl/ubvu/print-218010002015,Theme,the woman at En- dor that hath a familiar spirit- Sam 28: 12,null
http://purl.org/collections/nl/ubvu/print-218010002035,Theme,Christ prays in the garden of Gethsemané,null
http://purl.org/collections/nl/ubvu/print-218010001727,Theme,De wonderbare visvangst (Lucas 5:5-7),null
http://purl.org/collections/nl/ubvu/print-218010001481,Theme,David rescueshis wife and recovered all the spoil from the Amelekites.,null
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Eli and the prophesie of Samuel on the judgment of his sons,null
http://purl.org/collections/nl/ubvu/print-218010001620,Biblical person,Eleazar Maccabeus,null
http://purl.org/collections/nl/ubvu/print-218010002004,Theme,"The Israelites go out of Egypt, passage of the Red Sea",null
http://purl.org/collections/nl/ubvu/print-218010001378,Biblical person,Angel,null
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Ester,null
http://purl.org/collections/nl/ubvu/print-218010002004,Theme,Amelekis overcome,null
http://purl.org/collections/nl/ubvu/print-218010002005,Biblical person,Aäron,null
http://purl.org/collections/nl/ubvu/print-218010001400,Biblical person,Simson,null
http://purl.org/collections/nl/ubvu/print-218010001511,Biblical person,Rivier de Kerit (Cherith brook),null
http://purl.org/collections/nl/ubvu/print-218010002021,Biblical person,Cyrus,null
http://purl.org/collections/nl/ubvu/print-218010001675,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010002010,Theme,Samson bounded with withes  (wilgentenen),null
http://purl.org/collections/nl/ubvu/print-218010001603,Biblical person,Dienstmaagd,null
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,the Transfiguration: Moses and Elijah appear on either side of Christ on Mount Tabor (Matthew 17:1-13; Mark 9:2-13; Luke 9:28-36),http://iconclass.org/73C713
http://purl.org/collections/nl/ubvu/print-218010001123,Theme,Isaac and Abimelech swear an oath of friendship to each other,null
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Simson,null
http://purl.org/collections/nl/ubvu/print-218010002015,Theme,The crown of gold and precious stones was set on David's head,null
http://purl.org/collections/nl/ubvu/print-218010002008,Theme,Vernietiging van Jericho. Achan stort Israël in het ongeluk.,null
http://purl.org/collections/nl/ubvu/print-218010001195,Theme,Exodus 2: 3-6,null
http://purl.org/collections/nl/ubvu/print-218010001543,Biblical person,"Chanun (zoon van Nachas), koning van de Ammonieten",null
http://purl.org/collections/nl/ubvu/print-218010001167,Biblical person,josef son of Isaac,null
http://purl.org/collections/nl/ubvu/print-218010001219,Theme,The Egyptian first born destroyed,null
http://purl.org/collections/nl/ubvu/print-218010001940,Theme,Paulus neemt afscheid van de gemeente Efeze,null
http://purl.org/collections/nl/ubvu/print-218010002039,Biblical person,Paulus,null
http://purl.org/collections/nl/ubvu/print-218010001075,Biblical person,Abram,null
http://purl.org/collections/nl/ubvu/print-218010001110,Biblical person,Eliezer_(Son of_Jorim),http://bibleontology.com/resource/Eliezer_Son_of_Jorim
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Petrus,null
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Samson,http://bibleontology.com/resource/Samson
http://purl.org/collections/nl/ubvu/print-218010002039,Biblical person,Eutychus,null
http://purl.org/collections/nl/ubvu/print-218010001873,Theme,christ buried,null
http://purl.org/collections/nl/ubvu/print-218010001413,Theme,Ruth gleaning,http://iconclass.org/71F641
http://purl.org/collections/nl/ubvu/print-218010002022,Theme,"Builders of the wall, in one hand a burden , in the other hand a weapon",null
http://purl.org/collections/nl/ubvu/print-218010002016,Theme,The withered hand,null
http://purl.org/collections/nl/ubvu/print-218010001127,Theme,"Isaac lying in bed blesses Jacob who, disguised in Esau's clothes, brings food to his father; Jacob's hands and neck are covered with goatskins",http://iconclass.org/71C274
http://purl.org/collections/nl/ubvu/print-218010001913,Biblical person,Stefanus,null
http://purl.org/collections/nl/ubvu/print-218010002016,Theme,Solomon and the queen of Sheba (1 Kings 10:1-3; 2 Chronicles 9:1-9),http://iconclass.org/71I33
http://purl.org/collections/nl/ubvu/print-218010001941,Biblical person,Agabus,null
http://purl.org/collections/nl/ubvu/print-218010001400,Biblical person,samson,null
http://purl.org/collections/nl/ubvu/print-218010001827,Theme,Het laatste avondmaal,null
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,God,null
http://purl.org/collections/nl/ubvu/print-218010002012,Biblical person,Elkanah,http://bibleontology.com/resource/Elkanah
http://purl.org/collections/nl/ubvu/print-218010002004,Theme,The Israelites go out of Egypt ,null
http://purl.org/collections/nl/ubvu/print-218010002035,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001019,Theme,"Garden of Eden, paradise",http://iconclass.org/71A321
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,Doëg,null
http://purl.org/collections/nl/ubvu/print-218010002021,Theme,God speaks to Cyrus,http://iconclass.org/71R111
http://purl.org/collections/nl/ubvu/print-218010001087,Biblical person,Lot,http://bibleontology.com/resource/Lot
http://purl.org/collections/nl/ubvu/print-218010002018,Biblical person,Elias,null
http://purl.org/collections/nl/ubvu/print-218010001385,Theme,Abimelech door een molensteen vanaf de toren gedood,null
http://purl.org/collections/nl/ubvu/print-218010001887,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001255,Biblical person,Nadab,null
http://purl.org/collections/nl/ubvu/print-218010001032,Biblical person,Adam,null
http://purl.org/collections/nl/ubvu/print-218010001687,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002012,Biblical person,Samuel,http://bibleontology.com/resource/Samuel
http://purl.org/collections/nl/ubvu/print-218010002039,Biblical person,Paulus,null
http://purl.org/collections/nl/ubvu/print-218010001555,Theme,"Mordecai before Ahasuerus, who gives him his signet-ring",http://iconclass.org/71Q81
http://purl.org/collections/nl/ubvu/print-218010002031,Theme,Herodes laat alle jonge jongetjes doden,null
http://purl.org/collections/nl/ubvu/print-218010001255,Biblical person,Aäron,null
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Boaz in the gate with the ten elders of the city.,null
http://purl.org/collections/nl/ubvu/print-218010001400,Theme,Simson verscheurt een leeuw.,null
http://purl.org/collections/nl/ubvu/print-218010001921,Biblical person,Peter ,null
http://purl.org/collections/nl/ubvu/print-218010001700,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002007,Biblical person,Bileam,null
http://purl.org/collections/nl/ubvu/print-218010001359,Theme,Het volk belooft de Heer van Israël te dienen.,null
http://purl.org/collections/nl/ubvu/print-218010001831,Theme,Jezus in doodsangst,null
http://purl.org/collections/nl/ubvu/print-218010001759,Biblical person,verlamde man,null
http://purl.org/collections/nl/ubvu/print-218010001773,Theme,Salome is given the head of John the Baptist by the executioner,http://iconclass.org/73C1334
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Johannes de Doper,null
http://purl.org/collections/nl/ubvu/print-218010001718,Theme,Johannes doopt Jezus in de Jordaan,null
http://purl.org/collections/nl/ubvu/print-218010001498,Biblical person,Solomon,http://bibleontology.com/resource/Solomon
http://purl.org/collections/nl/ubvu/print-218010001224,Theme,Pharaoh and his army engulfed in the Red Sea (Israelites not or barely visible),http://iconclass.org/71E12231
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Ruth,null
http://purl.org/collections/nl/ubvu/print-218010001437,Biblical person,Saul,http://bibleontology.com/resource/Saul
http://purl.org/collections/nl/ubvu/print-218010001163,Biblical person,vrouw van Potifar,null
http://purl.org/collections/nl/ubvu/print-218010001720,Theme,Marriage in Cana of Galilee,null
http://purl.org/collections/nl/ubvu/print-218010001186,Biblical person,duivel,null
http://purl.org/collections/nl/ubvu/print-218010002035,Theme,Christ's entry into Jerusalem,null
http://purl.org/collections/nl/ubvu/print-218010001883,Theme,Vrouwen aan het graf van Jezus,null
http://purl.org/collections/nl/ubvu/print-218010001929,Theme,Paulus en Silas in de gevangenis.,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002010,Theme,Samson tears apart a lion,null
http://purl.org/collections/nl/ubvu/print-218010001626,Theme,De marteldood van zeven broers en hun moeder,null
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Simson,null
http://purl.org/collections/nl/ubvu/print-218010001683,Theme,"adoration of the kings: the Wise Men present their gifts to the Christ-child (gold, frankincense and myrrh)",http://iconclass.org/73B57
http://purl.org/collections/nl/ubvu/print-218010001367,Theme,"Eglon, de koning van de Moabieten, gedood door Ehud",null
http://purl.org/collections/nl/ubvu/print-218010001371,Biblical person,Barak,null
http://purl.org/collections/nl/ubvu/print-218010002016,Theme,Salomo's judgement,null
http://purl.org/collections/nl/ubvu/print-218010001404,Theme,The Benjamites forcibly seize the daughters of Israel,null
http://purl.org/collections/nl/ubvu/print-218010001603,Biblical person,Sara (dochter van Raguël),null
http://purl.org/collections/nl/ubvu/print-218010001739,Biblical person,Woman of Samaria,null
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Morde,null
http://purl.org/collections/nl/ubvu/print-218010001551,Theme,Manassah'staken capture,null
http://purl.org/collections/nl/ubvu/print-218010001032,Theme,In sorrow you shall eat of the  ground all the days of your life- curse of Adam,null
http://purl.org/collections/nl/ubvu/print-218010001835,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002035,Theme,Christ accused,null
http://purl.org/collections/nl/ubvu/print-218010001032,Biblical person,Adam,null
http://purl.org/collections/nl/ubvu/print-218010001453,Biblical person,Samuel,http://bibleontology.com/resource/Samuel
http://purl.org/collections/nl/ubvu/print-218010001163,Biblical person,Joseph,http://bibleontology.com/resource/Joseph
http://purl.org/collections/nl/ubvu/print-218010001941,Theme,"the arrest of Paul in Jerusalem is foretold by Agabus, who binds his own hands and feet with Paul's girdle",http://iconclass.org/73F223541
http://purl.org/collections/nl/ubvu/print-218010001166,Theme,-,null
http://purl.org/collections/nl/ubvu/print-218010001891,Biblical person,Kleopas,null
http://purl.org/collections/nl/ubvu/print-218010001873,Theme,Josef van Arimatea legt het lichaam van Jezus in het nieuwe rotsgraf.,null
http://purl.org/collections/nl/ubvu/print-218010002007,Biblical person,Bileam (zoon van Beor),null
http://purl.org/collections/nl/ubvu/print-218010001311,Biblical person,Joshua,http://bibleontology.com/resource/Joshua
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,Petrus door Jezus uit het water gered.,null
http://purl.org/collections/nl/ubvu/print-218010002035,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001429,Theme,the Ark of the Covenant returned to Israel,http://iconclass.org/71F836
http://purl.org/collections/nl/ubvu/print-218010001795,Biblical person,Martha,null
http://purl.org/collections/nl/ubvu/print-218010001929,Biblical person,paul,null
http://purl.org/collections/nl/ubvu/print-218010001162,Theme,Tamar is zwanger van haar schoonvader Juda,null
http://purl.org/collections/nl/ubvu/print-218010001071,Theme,"Melchisedek, koning van Salem, zegent Abraham",null
http://purl.org/collections/nl/ubvu/print-218010001079,Biblical person,Abraham,null
http://purl.org/collections/nl/ubvu/print-218010001657,Biblical person,Maria,http://bibleontology.com/resource/Maria
http://purl.org/collections/nl/ubvu/print-218010001457,Biblical person,David,null
http://purl.org/collections/nl/ubvu/print-218010001378,Theme,Gideon and the angel of the Lord (Judges 6:11-24),http://iconclass.org/71F212
http://purl.org/collections/nl/ubvu/print-218010001799,Theme,The woman taken in adultery,null
http://purl.org/collections/nl/ubvu/print-218010001903,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Est,null
http://purl.org/collections/nl/ubvu/print-218010001586,Biblical person,Nebuchadnezzar,http://bibleontology.com/resource/Nebuchadnezzar
http://purl.org/collections/nl/ubvu/print-218010001778,Theme,A great multitude fed with five loaves and two fishes,null
http://purl.org/collections/nl/ubvu/print-218010001835,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001787,Biblical person,christ,null
http://purl.org/collections/nl/ubvu/print-218010001791,Biblical person,Samaritaan,null
http://purl.org/collections/nl/ubvu/print-218010002028,Theme,Daniel's vision of the ram and the he goat,null
http://purl.org/collections/nl/ubvu/print-218010001883,Biblical person,"Maria uit Magdala, Maria en nog een vrouw",null
http://purl.org/collections/nl/ubvu/print-218010001787,Biblical person,Elijah,http://bibleontology.com/resource/Elijah
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Nicodemus,null
http://purl.org/collections/nl/ubvu/print-218010001779,Theme,a great multitude was feeded by five loaves,null
http://purl.org/collections/nl/ubvu/print-218010002005,Biblical person,Aäron,null
http://purl.org/collections/nl/ubvu/print-218010001239,Theme,The Lord gives The Ten Commandments on the mount of Sinai,null
http://purl.org/collections/nl/ubvu/print-218010001303,Biblical person,Eleazar,http://bibleontology.com/resource/Eleazar
http://purl.org/collections/nl/ubvu/print-218010002037,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Samson,http://bibleontology.com/resource/Samson
http://purl.org/collections/nl/ubvu/print-218010002018,Biblical person,Achab,null
http://purl.org/collections/nl/ubvu/print-218010001437,Theme,Saul's heart is changed,null
http://purl.org/collections/nl/ubvu/print-218010001259,Theme,stoning,null
http://purl.org/collections/nl/ubvu/print-218010001389,Biblical person,jephthah'daughter,null
http://purl.org/collections/nl/ubvu/print-218010001355,Biblical person,Phinehas,http://bibleontology.com/resource/Phinehas
http://purl.org/collections/nl/ubvu/print-218010001469,Theme,David shewed Saul the skirt of his robe,null
http://purl.org/collections/nl/ubvu/print-218010001521,Biblical person,Elisa,null
http://purl.org/collections/nl/ubvu/print-218010001155,Theme,Jozefs broers verkopen hem aan de Ismaëlieten.,null
http://purl.org/collections/nl/ubvu/print-218010001511,Biblical person,Elia (profeet),null
http://purl.org/collections/nl/ubvu/print-218010001371,Biblical person,Sisera,null
http://purl.org/collections/nl/ubvu/print-218010002031,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Ruth meets Boaz in his fields,null
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,Mozes,null
http://purl.org/collections/nl/ubvu/print-218010001679,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001787,Theme,the Transfiguration: Moses and Elijah appear on either side of Christ on Mount Tabor (Matthew 17:1-13; Mark 9:2-13; Luke 9:28-36),http://iconclass.org/73C713
http://purl.org/collections/nl/ubvu/print-218010002005,Theme,"adoration of the golden calf (which may be standing on a pillar, and is sometimes depicted as a dragon)",http://iconclass.org/71E1353
http://purl.org/collections/nl/ubvu/print-218010002032,Theme,Jesus tempted by the devil,null
http://purl.org/collections/nl/ubvu/print-218010002031,Theme,Christelijke deugden.,null
http://purl.org/collections/nl/ubvu/print-218010001799,Biblical person,John the baptist,null
http://purl.org/collections/nl/ubvu/print-218010001692,Theme,Herod's cruelty against the children in Bethelem,null
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Petrus,null
http://purl.org/collections/nl/ubvu/print-218010001534,Theme,Reformations of king Josiah,null
http://purl.org/collections/nl/ubvu/print-218010001721,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Dead of Eli,null
http://purl.org/collections/nl/ubvu/print-218010001701,Biblical person,Johannes de Doper,null
http://purl.org/collections/nl/ubvu/print-218010001259,Theme,the blasphemer's punishment (Leviticus 24:10-23),http://iconclass.org/71E24
http://purl.org/collections/nl/ubvu/print-218010002012,Theme,the statue of Dagon in Ashdod falls down,http://iconclass.org/71F83511
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Peter,null
http://purl.org/collections/nl/ubvu/print-218010001143,Biblical person,jacob,null
http://purl.org/collections/nl/ubvu/print-218010001143,Biblical person,Jacob_(Son_of_Matthan),http://bibleontology.com/resource/Jacob_Son_of_Matthan
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,Michal,http://bibleontology.com/resource/Michal
http://purl.org/collections/nl/ubvu/print-218010002012,Biblical person,Samuel,http://bibleontology.com/resource/Samuel
http://purl.org/collections/nl/ubvu/print-218010001860,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002038,Theme,Christ and the woman of Samaria: sitting at Jacob's well he asks her for a drink from her jug,http://iconclass.org/73C72212
http://purl.org/collections/nl/ubvu/print-218010001937,Biblical person,Paul,null
http://purl.org/collections/nl/ubvu/print-218010002037,Biblical person,jesus,null
http://purl.org/collections/nl/ubvu/print-218010002022,Biblical person,Cyrus,null
http://purl.org/collections/nl/ubvu/print-218010001389,Biblical person,Jephthah,http://bibleontology.com/resource/Jephthah
http://purl.org/collections/nl/ubvu/print-218010001538,Theme,"Little angels, puti's",null
http://purl.org/collections/nl/ubvu/print-218010001909,Theme,Sending of the Holy Spirit,null
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Mordecai,http://bibleontology.com/resource/Mordecai
http://purl.org/collections/nl/ubvu/print-218010002031,Theme,Sayings of Christ (Matthew),null
http://purl.org/collections/nl/ubvu/print-218010002039,Theme,Schipbreuk bij Malta,null
http://purl.org/collections/nl/ubvu/print-218010001827,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001539,Biblical person,Nebuzaradan,null
http://purl.org/collections/nl/ubvu/print-218010001297,Theme,Kings of Midian killed,null
http://purl.org/collections/nl/ubvu/print-218010001739,Theme,Jesus and the woman of Samaria,null
http://purl.org/collections/nl/ubvu/print-218010001210,Biblical person,Pharaoh,http://bibleontology.com/resource/Pharaoh
http://purl.org/collections/nl/ubvu/print-218010001727,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001032,Biblical person,Abel,null
http://purl.org/collections/nl/ubvu/print-218010001038,Theme,"Cain, where is Abel your brother?",null
http://purl.org/collections/nl/ubvu/print-218010001503,Theme,Achia voorzegt de scheuring van Salomo's koninkrijk,null
http://purl.org/collections/nl/ubvu/print-218010002015,Biblical person,Samuel,http://bibleontology.com/resource/Samuel
http://purl.org/collections/nl/ubvu/print-218010001050,Theme,Deluge,null
http://purl.org/collections/nl/ubvu/print-218010001835,Theme,Christ and his apostles on the Mount of Olives,http://iconclass.org/73E4
http://purl.org/collections/nl/ubvu/print-218010001131,Biblical person,Jacob,null
http://purl.org/collections/nl/ubvu/print-218010001567,Biblical person,Isaiah,http://bibleontology.com/resource/Isaiah
http://purl.org/collections/nl/ubvu/print-218010001555,Theme,Ahasveros geeft Mordechai de zegelring,null
http://purl.org/collections/nl/ubvu/print-218010001385,Theme,Abimelech killed by a millstone,null
http://purl.org/collections/nl/ubvu/print-218010001903,Theme,Christ's ascension into heaven,null
http://purl.org/collections/nl/ubvu/print-218010001498,Theme,Het oordeel van Salomo,null
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010002005,Theme,De stenen platen geschonken. Het gouden stierkalf. Mozes brengt twee nieuwe stenen platen. Vaklieden aan het werk.,null
http://purl.org/collections/nl/ubvu/print-218010002038,Theme,"An angel stirred the water, the first man who stepped in will be cured of his desease",null
