object_id,annotation_type,annotation_text,annotation_uri
http://purl.org/collections/nl/ubvu/print-218010001367,Biblical person,Eglon,null
http://purl.org/collections/nl/ubvu/print-218010001555,Theme,Ahasuerus gives his ring to Mordecai,null
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,Jezus gezalft door een vrouw in Betanië,null
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Samson,http://bibleontology.com/resource/Samson
http://purl.org/collections/nl/ubvu/print-218010001272,Theme,"rebellion of Korah (Core), Dathan and Abiram, and their punishment (Numbers 16)",http://iconclass.org/71E317
http://purl.org/collections/nl/ubvu/print-218010001726,Theme,"appearance of Christ at the Lake of Gennesaret (Sea of Galilee, Sea of Tiberias): miraculous draught of fishes (after the Resurrection)",http://iconclass.org/73E37
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,De wonderbare spijziging.,null
http://purl.org/collections/nl/ubvu/print-218010001095,Biblical person,Ismael,http://bibleontology.com/resource/Ismael
http://purl.org/collections/nl/ubvu/print-218010001191,Biblical person,Jacob,null
http://purl.org/collections/nl/ubvu/print-218010002035,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002008,Theme,Rahab and the spies,null
http://purl.org/collections/nl/ubvu/print-218010001763,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001411,Biblical person,Boaz,null
http://purl.org/collections/nl/ubvu/print-218010001718,Biblical person,John the Baptist,null
http://purl.org/collections/nl/ubvu/print-218010001033,Biblical person,Kaïn,null
http://purl.org/collections/nl/ubvu/print-218010001747,Biblical person,the faithful centurion,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Simon Petrus,null
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010001170,Theme,Pharaoh took off his ring and put it upon Joseph's hand,null
http://purl.org/collections/nl/ubvu/print-218010001887,Theme,Jesus appears to Mary,null
http://purl.org/collections/nl/ubvu/print-218010001411,Biblical person,Ruth,http://bibleontology.com/resource/Ruth
http://purl.org/collections/nl/ubvu/print-218010001779,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001567,Biblical person,Isaiah,http://bibleontology.com/resource/Isaiah
http://purl.org/collections/nl/ubvu/print-218010001517,Theme,Ascension of Eliah,null
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010002010,Theme,Samson took the door of teh gate of the city,null
http://purl.org/collections/nl/ubvu/print-218010001205,Theme,The Israelites cruel bondage in Egypt.   ,null
http://purl.org/collections/nl/ubvu/print-218010001921,Theme,Peter delivered from prison by an Angel,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010002012,Theme,philistines brought the ark to Dagons Temple,null
http://purl.org/collections/nl/ubvu/print-218010001657,Biblical person,Elisabet,null
http://purl.org/collections/nl/ubvu/print-218010002012,Biblical person,Samuel,null
http://purl.org/collections/nl/ubvu/print-218010001396,Biblical person,Simson,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010001647,Theme,annunciation of the birth of John the Baptist to Zacharias: while he is offering incense in the temple an angel (Gabriel) appears to him,http://iconclass.org/73A11
http://purl.org/collections/nl/ubvu/print-218010002003,Theme,Joseph interpreting the dreams of the butler and the baker (the two dreams combined),http://iconclass.org/71D145
http://purl.org/collections/nl/ubvu/print-218010001773,Theme,showing decapited head of John Baptiste to Herode cs ,null
http://purl.org/collections/nl/ubvu/print-218010001191,Biblical person,Jakob,null
http://purl.org/collections/nl/ubvu/print-218010001567,Biblical person,Isaiah,http://bibleontology.com/resource/Isaiah
http://purl.org/collections/nl/ubvu/print-218010002008,Biblical person,Josua,null
http://purl.org/collections/nl/ubvu/print-218010001139,Theme,Jakob en Laban sluiten een verbond,null
http://purl.org/collections/nl/ubvu/print-218010001899,Theme,Christ appeared to his disciples at the Sea of Tiberias,null
http://purl.org/collections/nl/ubvu/print-218010001831,Biblical person,Angel,null
http://purl.org/collections/nl/ubvu/print-218010001103,Biblical person,Abraham,null
http://purl.org/collections/nl/ubvu/print-218010001155,Biblical person,Judah,http://bibleontology.com/resource/Judah
http://purl.org/collections/nl/ubvu/print-218010002023,Biblical person,Esther,http://bibleontology.com/resource/Esther
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Ruth meets Boaz on the ..floor,null
http://purl.org/collections/nl/ubvu/print-218010001855,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001441,Biblical person,Inwoners van jabes zoeken hulp in Gibea (de stad van Saul),null
http://purl.org/collections/nl/ubvu/print-218010001887,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001861,Biblical person,Simon of Cyrene,null
http://purl.org/collections/nl/ubvu/print-218010001457,Theme,David wordt door Samuël gezalfd,null
http://purl.org/collections/nl/ubvu/print-218010002035,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001473,Theme,"meeting of David and Abigail, who kneels before him",http://iconclass.org/71H2442
http://purl.org/collections/nl/ubvu/print-218010001378,Biblical person,Gideon,null
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,Saul,http://bibleontology.com/resource/Saul
http://purl.org/collections/nl/ubvu/print-218010001027,Theme,God calls ,null
http://purl.org/collections/nl/ubvu/print-218010002010,Theme,Samson grinds in the prison house,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010001727,Theme,De grote visvangst.,null
http://purl.org/collections/nl/ubvu/print-218010002015,Biblical person,Saul,http://bibleontology.com/resource/Saul
http://purl.org/collections/nl/ubvu/print-218010002031,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001779,Theme,Vijf broden en twee vissen.,null
http://purl.org/collections/nl/ubvu/print-218010002017,Theme,crowning of Solomon,http://iconclass.org/71H8834
http://purl.org/collections/nl/ubvu/print-218010001187,Biblical person,jacob (son of Isac),null
http://purl.org/collections/nl/ubvu/print-218010001569,Biblical person,isaiah,null
http://purl.org/collections/nl/ubvu/print-218010001323,Theme,The Israelites pass over the river Jordan,null
http://purl.org/collections/nl/ubvu/print-218010001371,Biblical person,Sisera,null
http://purl.org/collections/nl/ubvu/print-218010002039,Theme,Paulus en Silas in de gevangenis.,null
http://purl.org/collections/nl/ubvu/print-218010001887,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001891,Theme,Christ went with two Disciples going to Emmaus,null
http://purl.org/collections/nl/ubvu/print-218010001567,Biblical person,The Lord,null
http://purl.org/collections/nl/ubvu/print-218010002006,Biblical person,Aäron,null
http://purl.org/collections/nl/ubvu/print-218010001333,Biblical person,Achan,null
http://purl.org/collections/nl/ubvu/print-218010001873,Biblical person,Josef uit Arimatea,null
http://purl.org/collections/nl/ubvu/print-218010001371,Biblical person,Barak,null
http://purl.org/collections/nl/ubvu/print-218010002005,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,Herodias,null
http://purl.org/collections/nl/ubvu/print-218010002015,Theme,David and all the men of Israel play before the Lord on all manner of instrunebts,null
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001095,Theme,the banishment of Hagar and Ishmael (Genesis 21:9-21),http://iconclass.org/71C128
http://purl.org/collections/nl/ubvu/print-218010002007,Biblical person,Aäron,null
http://purl.org/collections/nl/ubvu/print-218010002039,Theme,Soldaten brengen Paulus naar Antipatris.,null
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,Onthoofding van Johannes de Doper,null
http://purl.org/collections/nl/ubvu/print-218010001413,Theme,Ruth gleans in the fields of Boaz,null
http://purl.org/collections/nl/ubvu/print-218010001773,Biblical person,dochter van Herodias,null
http://purl.org/collections/nl/ubvu/print-218010001665,Theme,the announcement of Christ's birth (Luke 1:26-38),http://iconclass.org/73A5
http://purl.org/collections/nl/ubvu/print-218010001411,Theme,Ruth meets Boaz,null
http://purl.org/collections/nl/ubvu/print-218010002018,Biblical person,Elias,null
http://purl.org/collections/nl/ubvu/print-218010002017,Theme,Th temple burnt and plundered,null
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,Petrus krijgt opdracht van Jezus om zijn hengel uit te gooien.,null
http://purl.org/collections/nl/ubvu/print-218010001501,Theme,Oordeel van Salomo over het dode kind,null
http://purl.org/collections/nl/ubvu/print-218010001609,Biblical person,Holofernes,null
http://purl.org/collections/nl/ubvu/print-218010002033,Biblical person,de dochter van Herodias,null
http://purl.org/collections/nl/ubvu/print-218010001651,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001115,Biblical person,Abraham,null
http://purl.org/collections/nl/ubvu/print-218010001343,Biblical person,Joshua,http://bibleontology.com/resource/Joshua
http://purl.org/collections/nl/ubvu/print-218010002007,Theme,Bileam en Balak,null
http://purl.org/collections/nl/ubvu/print-218010002008,Biblical person,twee verspieders,null
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001529,Theme,Sanheribs leger verslagen.,null
http://purl.org/collections/nl/ubvu/print-218010001139,Theme,Laban and Jacob make a covenant together,null
http://purl.org/collections/nl/ubvu/print-218010001795,Theme,Martha complains to Christ about Mary,http://iconclass.org/73C72232
http://purl.org/collections/nl/ubvu/print-218010002037,Theme,jesus crucified,null
http://purl.org/collections/nl/ubvu/print-218010001543,Theme,Chanun scheert de baarden af van Davids afgezanten en scheurt de onderkant van hun kleren af tot op hun achterwerk,null
http://purl.org/collections/nl/ubvu/print-218010001569,Theme,De roeping van Jesaja,null
http://purl.org/collections/nl/ubvu/print-218010002015,Biblical person,David,null
http://purl.org/collections/nl/ubvu/print-218010001727,Biblical person,vissers,null
http://purl.org/collections/nl/ubvu/print-218010001750,Theme,A nobleman came to Jesus and besought him to heal his son,null
http://purl.org/collections/nl/ubvu/print-218010001210,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010001831,Biblical person,Christ,null
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,Mozes,null
http://purl.org/collections/nl/ubvu/print-218010001051,Theme,De zondvloed,null
http://purl.org/collections/nl/ubvu/print-218010001371,Biblical person,Jael,null
http://purl.org/collections/nl/ubvu/print-218010002032,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010002014,Theme,Saul in the cave,null
http://purl.org/collections/nl/ubvu/print-218010001167,Theme,De droom van de farao door Jozef uitgelegd.,null
http://purl.org/collections/nl/ubvu/print-218010001033,Biblical person,Abel,null
http://purl.org/collections/nl/ubvu/print-218010001773,Biblical person,Johannes de Doper,null
http://purl.org/collections/nl/ubvu/print-218010001528,Theme,Holy scenes,null
http://purl.org/collections/nl/ubvu/print-218010002023,Biblical person,Haman,http://bibleontology.com/resource/Haman
http://purl.org/collections/nl/ubvu/print-218010002018,Theme,"Baes builds Rama, Simri kills Baesa, Simri burns himself, Achab marries Jezubel, Elias predicts hunger ",null
http://purl.org/collections/nl/ubvu/print-218010001605,Biblical person,Susanna,null
http://purl.org/collections/nl/ubvu/print-218010001351,Biblical person,Josua and Eleazar,null
http://purl.org/collections/nl/ubvu/print-218010001297,Biblical person,"Ewi, Rekem, Sur, Chur en Reba",null
http://purl.org/collections/nl/ubvu/print-218010002015,Theme,They brought the head of Ish- boshet unto David to Hebron,null
http://purl.org/collections/nl/ubvu/print-218010001746,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002011,Theme, The sins of Eli's sons and their punishment,null
http://purl.org/collections/nl/ubvu/print-218010001812,Theme,sending for the ass ~ Christ's entry into Jerusalem,http://iconclass.org/73D141
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001683,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Mordecai,http://bibleontology.com/resource/Mordecai
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,Mozes,null
http://purl.org/collections/nl/ubvu/print-218010001224,Theme,Exodus 14:23,null
http://purl.org/collections/nl/ubvu/print-218010002003,Biblical person,Pharaoh,http://bibleontology.com/resource/Pharaoh
http://purl.org/collections/nl/ubvu/print-218010001795,Biblical person,Maria (Zus van Martha),null
http://purl.org/collections/nl/ubvu/print-218010001019,Biblical person,Eve,http://bibleontology.com/resource/Eve
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Simson ,null
http://purl.org/collections/nl/ubvu/print-218010001498,Theme,both mothers come before Solomon ~ the judgement of Solomon,http://iconclass.org/71I324
http://purl.org/collections/nl/ubvu/print-218010002021,Theme,Cyrus proclaims the end of the Babylonian Captivity and orders a temple to be built in Jerusalem,http://iconclass.org/71R112
http://purl.org/collections/nl/ubvu/print-218010002012,Theme,De omzwervingen van de ark,null
http://purl.org/collections/nl/ubvu/print-218010001167,Biblical person,pharao king of Egypt,null
http://purl.org/collections/nl/ubvu/print-218010001461,Theme,David kills Goliath,null
http://purl.org/collections/nl/ubvu/print-218010002031,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002028,Theme,Daniel's first vision (Daniel 7),http://iconclass.org/71P51
http://purl.org/collections/nl/ubvu/print-218010001127,Biblical person,Isaac,http://bibleontology.com/resource/Isaac
http://purl.org/collections/nl/ubvu/print-218010001507,Theme,The man of God slain by a Lion for his disobedience,null
http://purl.org/collections/nl/ubvu/print-218010001735,Biblical person,Nicodemus,null
http://purl.org/collections/nl/ubvu/print-218010001033,Biblical person,Abel,null
http://purl.org/collections/nl/ubvu/print-218010001063,Theme,Abram and Lot depart out of Haran,null
http://purl.org/collections/nl/ubvu/print-218010001528,Biblical person,Engelen,null
http://purl.org/collections/nl/ubvu/print-218010002015,Biblical person,David,null
http://purl.org/collections/nl/ubvu/print-218010001445,Biblical person,Samuel,http://bibleontology.com/resource/Samuel
http://purl.org/collections/nl/ubvu/print-218010002008,Biblical person,Rahab,http://bibleontology.com/resource/Rahab
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010001239,Biblical person,Mozes,null
http://purl.org/collections/nl/ubvu/print-218010001921,Biblical person,Petrus,null
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Hannah unjustful judged by Eli,null
http://purl.org/collections/nl/ubvu/print-218010001297,Theme,De vijf koningen van de Midianieten gedood.,null
http://purl.org/collections/nl/ubvu/print-218010002018,Theme,"Elias fed by the ravens, Elias revives a child, Elias prays for rain, ",null
http://purl.org/collections/nl/ubvu/print-218010001095,Biblical person,Abraham,null
http://purl.org/collections/nl/ubvu/print-218010002031,Theme,Johannes doopt,null
http://purl.org/collections/nl/ubvu/print-218010001951,Theme,The vision of John seeing Jezus Christ standing between seven candle holders en with seven stars in his right hand,null
http://purl.org/collections/nl/ubvu/print-218010001759,Theme,De verlamde man ,null
http://purl.org/collections/nl/ubvu/print-218010001750,Theme,"the centurion of Capernaum, kneeling before Christ, begs him to heal his paralytic servant (or son) (Matthew 8:5-13; Luke 7:1-10; John 4:46-54)",http://iconclass.org/73C423
http://purl.org/collections/nl/ubvu/print-218010001453,Theme,Samuel onthooft koning Agag van Amalek,null
http://purl.org/collections/nl/ubvu/print-218010001799,Theme,Jezus en de overspelige vrouw,null
http://purl.org/collections/nl/ubvu/print-218010002005,Theme,the people bring their golden ear-rings to Aaron,http://iconclass.org/71E13511
http://purl.org/collections/nl/ubvu/print-218010002014,Theme,murder of the priests,null
http://purl.org/collections/nl/ubvu/print-218010001050,Theme,the Flood and destruction of mankind ~ story of Noah (Genesis 7:10 - 8:17),http://iconclass.org/71B33
http://purl.org/collections/nl/ubvu/print-218010001445,Biblical person,Samuel,null
http://purl.org/collections/nl/ubvu/print-218010001389,Biblical person,dochter van Jefta,null
http://purl.org/collections/nl/ubvu/print-218010002003,Biblical person,Pharaoh,http://bibleontology.com/resource/Pharaoh
http://purl.org/collections/nl/ubvu/print-218010002017,Theme,Beroving van de tempelschatten en het in brand steken ervan door de koning van de Chaldeeën.,null
http://purl.org/collections/nl/ubvu/print-218010002039,Theme,Eutychus valt uit het raam tijdens een preek van Paulus.,null
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,David,null
http://purl.org/collections/nl/ubvu/print-218010001683,Theme,Matthew 2: 11,null
http://purl.org/collections/nl/ubvu/print-218010001079,Biblical person,Ismaël,null
http://purl.org/collections/nl/ubvu/print-218010001191,Theme,Jacobs body carried into Canaän t be buried.,null
http://purl.org/collections/nl/ubvu/print-218010001577,Biblical person,Ezekiel,http://bibleontology.com/resource/Ezekiel
http://purl.org/collections/nl/ubvu/print-218010001696,Biblical person,Maria mother of Jesus,null
http://purl.org/collections/nl/ubvu/print-218010001521,Biblical person,Naaman,http://bibleontology.com/resource/Naaman
http://purl.org/collections/nl/ubvu/print-218010001687,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001363,Theme,Adoni-bezek is caught; his thumbs and his great toes are cut off,http://iconclass.org/71F1112
http://purl.org/collections/nl/ubvu/print-218010001027,Biblical person,Eve,http://bibleontology.com/resource/Eve
http://purl.org/collections/nl/ubvu/print-218010001591,Biblical person,Daniël,null
http://purl.org/collections/nl/ubvu/print-218010001787,Biblical person,Eliahu,null
http://purl.org/collections/nl/ubvu/print-218010001195,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010001473,Biblical person,Abigae,null
http://purl.org/collections/nl/ubvu/print-218010001477,Theme,Saul with the witch of Endor,http://iconclass.org/71H315
http://purl.org/collections/nl/ubvu/print-218010001609,Biblical person,Judith,null
http://purl.org/collections/nl/ubvu/print-218010001449,Theme,Jonathan and his armour-bearer kill about twenty Philistines,http://iconclass.org/71G222
http://purl.org/collections/nl/ubvu/print-218010001713,Biblical person,Jesus,null
http://purl.org/collections/nl/ubvu/print-218010001351,Theme,Jozua verdeelt het grondgebied over de stammen door middel van loting,null
http://purl.org/collections/nl/ubvu/print-218010001567,Biblical person,God,null
http://purl.org/collections/nl/ubvu/print-218010001735,Theme,Jezus in gesprek met Nicodemus,null
http://purl.org/collections/nl/ubvu/print-218010002017,Theme,burning and plundering of the temple,null
http://purl.org/collections/nl/ubvu/print-218010002032,Theme,Jezus geneest een man met huidvraat.,null
http://purl.org/collections/nl/ubvu/print-218010001166,Theme,Josef verzamelt graan om op te slaan,null
http://purl.org/collections/nl/ubvu/print-218010001675,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001895,Biblical person,Thomas,null
http://purl.org/collections/nl/ubvu/print-218010002037,Theme,the supper at Emmaus: Christ is recognized while blessing or breaking the bread,http://iconclass.org/73E343
http://purl.org/collections/nl/ubvu/print-218010002016,Theme,Joab killed by Benaiah,http://iconclass.org/71I234
http://purl.org/collections/nl/ubvu/print-218010001826,Theme,the episode of the Last Supper,http://iconclass.org/73D2
http://purl.org/collections/nl/ubvu/print-218010001174,Theme,The brothers tell Jacob that Josph is alive,null
http://purl.org/collections/nl/ubvu/print-218010001675,Theme,The circumcision of Christ,null
http://purl.org/collections/nl/ubvu/print-218010002039,Theme,Visioen van Paulus,null
http://purl.org/collections/nl/ubvu/print-218010001187,Biblical person,Jakob,null
http://purl.org/collections/nl/ubvu/print-218010001817,Theme,Christ (in the temple) in debate with Pharisees about the tribute to Caesar (Matthew 22:15-22; Mark 12:13-17; Luke 20:20-26),http://iconclass.org/73C72473
http://purl.org/collections/nl/ubvu/print-218010001657,Theme,Mary and Elisabeth shaking hands,http://iconclass.org/73A623
http://purl.org/collections/nl/ubvu/print-218010001605,Biblical person,susanna,null
http://purl.org/collections/nl/ubvu/print-218010002014,Theme,Jonathan's arrow,null
http://purl.org/collections/nl/ubvu/print-218010002032,Theme,Jezus roept Matteüs,null
http://purl.org/collections/nl/ubvu/print-218010001735,Theme,Christ talking with Nicodemus at night (John 3:1-21),http://iconclass.org/73C7216
http://purl.org/collections/nl/ubvu/print-218010002032,Theme,Jezus kalmeert het woeste water op het meer van Galilea.,null
http://purl.org/collections/nl/ubvu/print-218010001903,Theme,Christ's ascension,null
http://purl.org/collections/nl/ubvu/print-218010001908,Theme,the Holy Ghost going out from God the Father (or God the Father present),http://iconclass.org/73E51
http://purl.org/collections/nl/ubvu/print-218010001891,Biblical person,Christ,null
http://purl.org/collections/nl/ubvu/print-218010002035,Theme,Christ is carried into his grave,null
http://purl.org/collections/nl/ubvu/print-218010001575,Theme,Ezekiel's vision of God's entry into the temple; Ezekiel falls to the ground,http://iconclass.org/71O9342
http://purl.org/collections/nl/ubvu/print-218010001887,Theme,"Chrisus verschijnt (als ""tuinman') aan Maria (Johannes 20:14-15)",null
http://purl.org/collections/nl/ubvu/print-218010002004,Biblical person,Joseph,http://bibleontology.com/resource/Joseph
http://purl.org/collections/nl/ubvu/print-218010002003,Biblical person,Egyptische prinses,null
http://purl.org/collections/nl/ubvu/print-218010001787,Biblical person,Jezus,null
http://purl.org/collections/nl/ubvu/print-218010001195,Theme,Moses drawn out of the water,null
http://purl.org/collections/nl/ubvu/print-218010002040,Biblical person,Johannes,null
http://purl.org/collections/nl/ubvu/print-218010002031,Biblical person,Joseph_(Husband of Maria),http://bibleontology.com/resource/Joseph_Husband_of_Maria
http://purl.org/collections/nl/ubvu/print-218010001718,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001555,Biblical person,Mordecai,http://bibleontology.com/resource/Mordecai
http://purl.org/collections/nl/ubvu/print-218010001839,Biblical person,caiaphas,null
http://purl.org/collections/nl/ubvu/print-218010001945,Biblical person,Paul,null
http://purl.org/collections/nl/ubvu/print-218010001739,Biblical person,Samaritaanse vrouw,null
http://purl.org/collections/nl/ubvu/print-218010002010,Biblical person,Delila,null
http://purl.org/collections/nl/ubvu/print-218010001151,Biblical person,Chamor en Sichem,null
http://purl.org/collections/nl/ubvu/print-218010001647,Biblical person,Angle,null
http://purl.org/collections/nl/ubvu/print-218010001813,Theme,Jesus enters Jerusalem,null
http://purl.org/collections/nl/ubvu/print-218010001735,Theme,Christ talking with Nicodemus at night (John 3:1-21),http://iconclass.org/73C7216
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,"John the Baptist beheaded (Mt.14,10)",null
http://purl.org/collections/nl/ubvu/print-218010002005,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010001179,Biblical person,josef son of jacob,null
http://purl.org/collections/nl/ubvu/print-218010002037,Biblical person,Een centurio,null
http://purl.org/collections/nl/ubvu/print-218010001873,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001683,Biblical person,Joseph_(Husband of Maria),http://bibleontology.com/resource/Joseph_Husband_of_Maria
http://purl.org/collections/nl/ubvu/print-218010001449,Theme,Jonathan in gevecht met Filistijnen,null
http://purl.org/collections/nl/ubvu/print-218010001812,Theme,Christ's ridingin triumpf into Jerusalem,null
http://purl.org/collections/nl/ubvu/print-218010001210,Theme,Mozes en Aäron bij de Farao,null
http://purl.org/collections/nl/ubvu/print-218010002011,Theme,Eli drops dead in front of Samuel,null
http://purl.org/collections/nl/ubvu/print-218010002025,Biblical person,Solomon,null
http://purl.org/collections/nl/ubvu/print-218010001210,Biblical person,Moses,http://bibleontology.com/resource/Moses
http://purl.org/collections/nl/ubvu/print-218010001747,Biblical person,Romeinse centurion,null
http://purl.org/collections/nl/ubvu/print-218010001554,Biblical person,Manasse (Koning van Juda) ,null
http://purl.org/collections/nl/ubvu/print-218010001609,Biblical person,Judeth,null
http://purl.org/collections/nl/ubvu/print-218010001045,Theme,The earth was corrupt before God and filled with violance,null
http://purl.org/collections/nl/ubvu/print-218010002014,Theme,David and the priest and the hallowed bread,null
http://purl.org/collections/nl/ubvu/print-218010001651,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001539,Theme,Nebuzaradan verwoest Jeruzalem,null
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,Jonathan,null
http://purl.org/collections/nl/ubvu/print-218010001255,Biblical person,Abihu (zoon van Aäron),null
http://purl.org/collections/nl/ubvu/print-218010001027,Theme,God calls Adam and Eve to account for their deed,http://iconclass.org/71A521
http://purl.org/collections/nl/ubvu/print-218010002035,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010002039,Biblical person,Silas,null
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,Peter saved by Jesus while sinking in the sea,null
http://purl.org/collections/nl/ubvu/print-218010001551,Biblical person,Manassah,null
http://purl.org/collections/nl/ubvu/print-218010002022,Theme,The foundation of the temple laid,null
http://purl.org/collections/nl/ubvu/print-218010001095,Biblical person,Ismael,http://bibleontology.com/resource/Ismael
http://purl.org/collections/nl/ubvu/print-218010001951,Biblical person,"Johannes, evangelist",null
http://purl.org/collections/nl/ubvu/print-218010001750,Biblical person,nobleman,null
http://purl.org/collections/nl/ubvu/print-218010002022,Biblical person,Artaxerxes,null
http://purl.org/collections/nl/ubvu/print-218010001303,Theme,oblation out of the spoils of the Midiates,null
http://purl.org/collections/nl/ubvu/print-218010001861,Theme,Simeon of Cyrene bears the cross of Jesus Christ,null
http://purl.org/collections/nl/ubvu/print-218010001337,Biblical person,Chiwwieten,null
http://purl.org/collections/nl/ubvu/print-218010001867,Biblical person,Mary_(Mother_of_Jesus),http://bibleontology.com/resource/Mary_Mother_of_Jesus
http://purl.org/collections/nl/ubvu/print-218010001605,Theme,Susanna vals beschuldigd,null
http://purl.org/collections/nl/ubvu/print-218010002033,Theme,Jezus verheerlijkt op de berg,null
http://purl.org/collections/nl/ubvu/print-218010001675,Theme,De besnijdenis van Jezus.,null
http://purl.org/collections/nl/ubvu/print-218010001342,Theme,Joshua orders the sun and the moon to stand still over Gibeon and Aijalon until the Amorites who had besieged the city of Gibeon are routed,http://iconclass.org/71E52942
http://purl.org/collections/nl/ubvu/print-218010002038,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001951,Biblical person,Jesus,http://bibleontology.com/resource/Jesus
http://purl.org/collections/nl/ubvu/print-218010001210,Biblical person,Aaron,null
http://purl.org/collections/nl/ubvu/print-218010001867,Biblical person,Johannes,null
http://purl.org/collections/nl/ubvu/print-218010001363,Theme,Judeeërs hakken de duimen en zijn grote tenen af bij Abinobezek.,null
http://purl.org/collections/nl/ubvu/print-218010001787,Biblical person,Mozes,null
http://purl.org/collections/nl/ubvu/print-218010002014,Biblical person,Achimelech,null
